transaction_id,date,customer_id,product,category,quantity,price,store_location
374,08-02-2024,CUST0195,Sandália,Calçados,7,109.01,Roma
375,01-14-2024,CUST0324,Livro,Educação,3,"359,3",Paris
376,07/02/2024,CUST0024,Livro,Educação,2,"192,84",Madrid
377,03-03-2024,CUST0347,Caderno,Educação,9,212.39,Lisboa
378,07-31-2024,CUST0181,Caderno,EDUCAÇÃO,8,273.39,Lisboa
379,04/10/2024,CUST0376,Livro,educação,5,278.71,Paris
380,2024-08-10,CUST0405,Smartphone,Eletrônicos,5,190.41,Berlim
381,04-21-2024,CUST0069,Livro,Educação,4,228.66,Barcelona
382,09-11-2024,CUST0311,Livro,Educação,5,330.63,Lisboa
383,07-22-2024,CUST0132,Smartphone,Eletrônicos,1,214.73,Barcelona
384,03-09-2024,CUST0167,Tênis,Calçados,5,"385,13",Berlim
385,02/11/2024,CUST0121,Fruta,Alimentos,5,127.31,Madrid
386,06/12/2024,CUST0310,Sandália,Calçados,3,"475,46",Paris
387,2024-10-30,CUST0418,Camiseta,Vestuário,8,29.59,Roma
388,09-19-2024,CUST0360,Smartphone,Eletrônicos,3,396.38,Porto
389,2024-09-27,CUST0030,Calça,Vestuário,3,184.99,Barcelona
390,30/05/2024,CUST0273,Fruta,Alimentos,4,80.43,Barcelona
391,2024-06-04,CUST0089,Sandália,Calçados,5,176.68,Madrid
392,07-13-2024,CUST0342,Livro,Educação,6,"302,74",Barcelona
393,2024-12-01,CUST0367,Fruta,Alimentos,6,"212,13",Madrid
394,08/03/2024,CUST0230,Refrigerante,Alimentos,10,62.35,Porto
395,08-29-2024,CUST0124,Fruta,Alimentos,8,"339,13",Roma
396,07-12-2024,CUST0487,Refrigerante,ALIMENTOS,7,328.91,Porto
397,09-29-2024,CUST0202,Laptop,Eletrônicos,10,89.01,Paris
398,09-29-2024,CUST0237,Calça,Vestuário,5,"221,36",Lisboa
399,05-15-2024,CUST0242,Caderno,Educação,3,107.6,Berlim
400,2024-02-04,CUST0160,Caderno,Educação,8,57.88,Berlim
401,08/11/2024,CUST0067,Caderno,Educação,10,"58,11",Barcelona
402,11/01/2024,CUST0001,Fruta,Alimentos,7,10.98,Lisboa
403,04-23-2024,CUST0169,Smartphone,Eletrônicos,10,256.7,Lisboa
404,04-29-2024,CUST0421,Calça,Vestuário,10,342.2,Roma
405,11-24-2024,CUST0165,Camiseta,VESTUÁRIO,2,476.65,Barcelona
406,2024-11-21,CUST0303,Smartphone,eletrônicos,10,284.81,Paris
407,2024-12-08,CUST0165,Caderno,Educação,1,243.61,Lisboa
408,12-18-2024,CUST0387,Refrigerante,Alimentos,7,288.01,Roma
409,06-22-2024,CUST0388,Calça,Vestuário,8,354.45,Barcelona
410,02-25-2024,CUST0016,Caderno,Educação,7,92.06,Lisboa
411,07/12/2024,CUST0429,Calça,Vestuário,8,10.87,Paris
412,05/01/2024,CUST0076,Livro,Educação,9,9.09,Roma
413,05-16-2024,CUST0045,Smartphone,Eletrônicos,5,"10,62",Berlim
414,03-10-2024,CUST0357,Caderno,Educação,5,265.91,Berlim
415,02-14-2024,CUST0016,Laptop,Eletrônicos,7,343.9,Madrid
416,04/08/2024,CUST0494,Fruta,Alimentos,9,8.55,Madrid
417,04-22-2024,CUST0499,Fruta,Alimentos,3,266.94,Berlim
418,07-29-2024,CUST0226,Laptop,Eletrônicos,3,361.95,Porto
419,02-09-2024,CUST0166,Camiseta,Vestuário,7,"156,65",Porto
420,25/01/2024,CUST0180,Caderno,Educação,6,458.93,Lisboa
421,03-23-2024,CUST0271,Smartphone,Eletrônicos,7,"54,96",Paris
422,15/05/2024,CUST0322,Smartphone,ELETRÔNICOS,3,"439,01",Barcelona
423,2024-09-07,CUST0064,Caderno,Educação,6,45.02,Paris
424,13/03/2024,CUST0009,Tênis,Calçados,8,481.34,Berlim
425,01-08-2024,CUST0001,Tênis,Calçados,6,"274,56",Roma
426,10-16-2024,CUST0413,Fruta,Alimentos,5,476.34,Berlim
427,03-24-2024,CUST0151,Camiseta,Vestuário,3,172.36,Roma
428,2024-07-30,CUST0404,Refrigerante,Alimentos,1,70.46,Roma
429,20/09/2024,CUST0315,Smartphone,Eletrônicos,2,193.29,Paris
430,10-31-2024,CUST0102,Livro,Educação,10,"182,64",Paris
431,08-02-2024,CUST0274,Fruta,Alimentos,8,"402,87",Lisboa
432,05-22-2024,CUST0035,Calça,Vestuário,7,134.04,Lisboa
433,2024-04-07,CUST0015,Refrigerante,Alimentos,6,156.12,Paris
434,08-16-2024,CUST0418,Camiseta,Vestuário,1,435.42,Barcelona
435,2024-03-19,CUST0041,Livro,Educação,7,334.76,Paris
436,01-20-2024,CUST0234,Camiseta,Vestuário,5,162.12,Barcelona
437,07-29-2024,CUST0045,Camiseta,Vestuário,3,168.56,Barcelona
438,08-13-2024,CUST0181,Laptop,Eletrônicos,2,238.56,Barcelona
439,23/02/2024,CUST0341,Fruta,Alimentos,10,356.67,Lisboa
440,06-24-2024,CUST0189,Camiseta,Vestuário,6,19.23,Berlim
441,26/06/2024,CUST0336,Fruta,alimentos,5,"361,03",Berlim
442,2024-11-08,CUST0465,Laptop,Eletrônicos,1,"205,08",Madrid
443,22/06/2024,CUST0162,Tênis,Calçados,4,"409,3",Paris
444,2024-01-24,CUST0074,Tênis,Calçados,7,180.89,Paris
445,2024-06-11,CUST0262,Refrigerante,Alimentos,9,426.8,Madrid
446,08-11-2024,CUST0189,Tênis,Calçados,8,410.73,Barcelona
447,2024-03-01,CUST0352,Livro,Educação,10,"86,12",Roma
448,12-26-2024,CUST0457,Laptop,Eletrônicos,5,"160,29",Madrid
449,09-30-2024,CUST0378,Camiseta,Vestuário,10,466.91,Berlim
450,03-18-2024,CUST0221,Camiseta,Vestuário,1,464.66,Berlim
451,24/02/2024,CUST0329,Sandália,Calçados,6,"36,5",Berlim
452,12-07-2024,CUST0021,Tênis,Calçados,5,"14,76",Roma
453,15/02/2024,CUST0463,Sandália,Calçados,7,134.09,Berlim
454,20/09/2024,CUST0466,Fruta,Alimentos,3,"463,71",Berlim
455,30/12/2024,CUST0449,Laptop,Eletrônicos,2,"333,74",Roma
456,05-08-2024,CUST0221,Fruta,Alimentos,8,11.84,Madrid
457,03-17-2024,CUST0392,Laptop,Eletrônicos,6,484.31,Lisboa
458,09-29-2024,CUST0263,Caderno,Educação,10,"9,96",Roma
459,11/06/2024,CUST0162,Calça,Vestuário,4,217.59,Madrid
460,05-13-2024,CUST0336,Livro,educação,4,"337,51",Barcelona
461,12/11/2024,CUST0486,Calça,Vestuário,1,123.36,Paris
462,03-24-2024,CUST0410,Tênis,Calçados,2,"180,62",Roma
463,06-06-2024,CUST0487,Fruta,Alimentos,6,238.53,Berlim
464,05-21-2024,CUST0119,Tênis,Calçados,2,30.05,Roma
465,01/06/2024,CUST0433,Laptop,Eletrônicos,5,242.42,Roma
466,2024-04-25,CUST0182,Tênis,Calçados,2,"428,24",Berlim
467,04-02-2024,CUST0094,Fruta,Alimentos,3,290.1,Barcelona
468,10-14-2024,CUST0412,Calça,VESTUÁRIO,7,"313,58",Berlim
469,04-27-2024,CUST0142,Livro,Educação,3,367.69,Madrid
470,02-17-2024,CUST0341,Laptop,Eletrônicos,2,133.59,Madrid
471,03/02/2024,CUST0122,Refrigerante,Alimentos,6,114.07,Barcelona
472,06-27-2024,CUST0210,Laptop,Eletrônicos,1,7.27,Madrid
473,17/10/2024,CUST0256,Tênis,Calçados,6,289.1,Roma
474,2024-02-13,CUST0277,Tênis,Calçados,2,"38,66",Berlim
475,30/05/2024,CUST0068,Livro,Educação,10,60.87,Madrid
476,09/08/2024,CUST0496,Livro,Educação,2,351.83,Roma
477,03-04-2024,CUST0436,Smartphone,Eletrônicos,2,270.41,Barcelona
478,02-05-2024,CUST0317,Smartphone,Eletrônicos,2,"289,34",Roma
479,2024-07-12,CUST0234,Sandália,Calçados,8,"78,87",Roma
480,01-08-2024,CUST0466,Fruta,ALIMENTOS,8,30.58,Barcelona
481,23/01/2024,CUST0063,Calça,Vestuário,9,"338,68",Berlim
482,2024-10-26,CUST0289,Fruta,ALIMENTOS,4,244.04,Berlim
483,27/04/2024,CUST0417,Calça,Vestuário,6,183.42,Roma
484,03-01-2024,CUST0355,Tênis,Calçados,7,"272,04",Lisboa
485,04/12/2024,CUST0298,Calça,Vestuário,9,163.7,Paris
486,2024-07-21,CUST0129,Tênis,Calçados,9,"184,97",Paris
487,2024-06-22,CUST0314,Sandália,Calçados,8,62.93,Lisboa
488,03-04-2024,CUST0119,Livro,Educação,5,"164,9",Lisboa
489,12/05/2024,CUST0363,Tênis,CALÇADOS,1,451.14,Roma
490,19/12/2024,CUST0278,Refrigerante,Alimentos,5,"394,37",Porto
491,12-06-2024,CUST0228,Tênis,Calçados,9,457.54,Lisboa
492,05-10-2024,CUST0071,Laptop,Eletrônicos,6,209.63,Berlim
493,2024-10-03,CUST0034,Smartphone,Eletrônicos,6,196.22,Madrid
494,2024-05-19,CUST0050,Refrigerante,Alimentos,4,42.7,Roma
495,2024-04-16,CUST0006,Caderno,Educação,8,185.79,Barcelona
496,2024-06-01,CUST0404,Calça,Vestuário,10,212.96,Madrid
497,2024-06-05,CUST0216,Refrigerante,Alimentos,2,187.7,Paris
498,08/04/2024,CUST0401,Refrigerante,Alimentos,1,315.89,Roma
499,14/04/2024,CUST0142,Laptop,Eletrônicos,2,"153,78",Barcelona
500,01-02-2024,CUST0201,Caderno,Educação,8,350.72,Roma
501,2024-03-05,CUST0211,Fruta,Alimentos,8,421.06,Barcelona
502,2024-10-22,CUST0041,Calça,Vestuário,9,106.04,Barcelona
503,02-06-2024,CUST0469,Calça,Vestuário,5,"454,41",Paris
504,04/07/2024,CUST0144,Sandália,Calçados,3,267.7,Madrid
505,03-25-2024,CUST0438,Fruta,Alimentos,9,452.0,Barcelona
506,12/05/2024,CUST0010,Caderno,Educação,4,56.72,Paris
507,10-05-2024,CUST0212,Camiseta,Vestuário,9,259.34,Berlim
508,11-10-2024,CUST0500,Livro,Educação,10,176.7,Lisboa
509,10-27-2024,CUST0099,Calça,Vestuário,6,10.38,Barcelona
510,2024-08-27,CUST0255,Caderno,Educação,6,327.36,Paris
511,02-28-2024,CUST0405,Caderno,Educação,1,293.55,Barcelona
512,2024-04-15,CUST0279,Sandália,Calçados,2,432.76,Paris
513,2024-06-11,CUST0388,Sandália,Calçados,7,317.63,Madrid
514,13/06/2024,CUST0171,Fruta,alimentos,6,182.62,Roma
515,24/03/2024,CUST0164,Calça,Vestuário,9,418.08,Porto
516,08-17-2024,CUST0270,Calça,Vestuário,5,163.38,Madrid
517,12/12/2024,CUST0337,Tênis,Calçados,5,490.88,Paris
518,05/08/2024,CUST0168,Tênis,Calçados,2,"113,04",Porto
519,03-14-2024,CUST0378,Fruta,Alimentos,5,344.95,Paris
520,31/08/2024,CUST0045,Caderno,Educação,9,228.89,Roma
521,06-08-2024,CUST0236,Livro,Educação,2,273.99,Madrid
522,14/12/2024,CUST0230,Livro,Educação,5,185.33,Barcelona
523,2024-11-15,CUST0324,Calça,Vestuário,4,"432,19",Porto
524,04-07-2024,CUST0174,Laptop,Eletrônicos,1,407.56,Roma
525,03/02/2024,CUST0422,Smartphone,Eletrônicos,7,"37,85",Madrid
526,29/01/2024,CUST0420,Smartphone,Eletrônicos,6,42.44,Lisboa
527,06-15-2024,CUST0127,Sandália,Calçados,6,391.93,Porto
528,19/02/2024,CUST0169,Tênis,Calçados,2,"29,86",Roma
529,06-29-2024,CUST0437,Laptop,Eletrônicos,9,272.11,Porto
530,2024-01-19,CUST0245,Refrigerante,Alimentos,3,189.37,Paris
531,2024-02-15,CUST0245,Camiseta,Vestuário,3,"132,37",Lisboa
532,12-10-2024,CUST0392,Calça,Vestuário,4,"239,89",Barcelona
533,08-15-2024,CUST0407,Caderno,Educação,2,157.01,Paris
534,11-14-2024,CUST0105,Calça,Vestuário,2,62.75,Lisboa
535,04-12-2024,CUST0391,Tênis,Calçados,1,306.13,Barcelona
536,2024-09-16,CUST0099,Smartphone,Eletrônicos,7,244.01,Barcelona
537,2024-01-28,CUST0381,Calça,vestuário,5,391.47,Berlim
538,16/10/2024,CUST0053,Fruta,Alimentos,3,255.53,Barcelona
539,08-02-2024,CUST0044,Caderno,Educação,8,209.96,Berlim
540,01-21-2024,CUST0399,Refrigerante,Alimentos,3,"25,19",Madrid
541,08-04-2024,CUST0350,Fruta,ALIMENTOS,8,"236,95",Madrid
542,2024-06-09,CUST0316,Laptop,ELETRÔNICOS,7,77.9,Roma
543,06-21-2024,CUST0048,Smartphone,Eletrônicos,1,"199,33",Paris
544,2024-08-21,CUST0198,Smartphone,Eletrônicos,7,"340,12",Lisboa
545,2024-08-19,CUST0479,Sandália,Calçados,1,355.97,Lisboa
546,07-18-2024,CUST0477,Caderno,Educação,5,280.47,Roma
547,2024-03-14,CUST0283,Livro,Educação,10,352.59,Lisboa
548,2024-04-25,CUST0037,Calça,Vestuário,1,258.93,Madrid
549,05-24-2024,CUST0136,Calça,Vestuário,9,"466,15",Barcelona
550,09/04/2024,CUST0237,Tênis,Calçados,8,54.4,Porto
551,29/11/2024,CUST0292,Fruta,Alimentos,4,158.46,Paris
552,11-25-2024,CUST0390,Refrigerante,Alimentos,9,"305,07",Paris
553,10-30-2024,CUST0445,Calça,Vestuário,6,"371,84",Lisboa
554,2024-04-08,CUST0368,Calça,vestuário,2,"475,12",Barcelona
555,2024-06-25,CUST0185,Smartphone,Eletrônicos,7,"280,32",Paris
556,2024-01-06,CUST0475,Livro,Educação,10,178.02,Roma
557,06/07/2024,CUST0195,Sandália,calçados,2,390.95,Barcelona
558,26/09/2024,CUST0311,Refrigerante,Alimentos,5,150.89,Paris
559,04-20-2024,CUST0104,Smartphone,Eletrônicos,9,475.6,Madrid
560,19/03/2024,CUST0328,Camiseta,Vestuário,2,312.89,Madrid
561,09-28-2024,CUST0122,Smartphone,eletrônicos,9,"117,99",Berlim
562,10-13-2024,CUST0075,Caderno,Educação,8,462.36,Madrid
563,10-12-2024,CUST0149,Livro,Educação,9,"473,5",Porto
564,06-04-2024,CUST0141,Sandália,Calçados,5,"276,19",Berlim
565,07/07/2024,CUST0337,Livro,Educação,1,392.03,Porto
566,03/03/2024,CUST0461,Fruta,Alimentos,10,35.42,Paris
567,2024-08-18,CUST0156,Smartphone,Eletrônicos,7,"389,98",Madrid
568,07-09-2024,CUST0328,Smartphone,Eletrônicos,8,253.95,Barcelona
569,06-14-2024,CUST0204,Laptop,Eletrônicos,8,88.31,Barcelona
570,03-20-2024,CUST0276,Tênis,Calçados,4,282.57,Madrid
571,08-04-2024,CUST0334,Caderno,Educação,2,130.68,Barcelona
572,29/01/2024,CUST0481,Refrigerante,Alimentos,6,27.56,Roma
573,01/04/2024,CUST0362,Tênis,Calçados,8,"182,04",Porto
574,02-03-2024,CUST0005,Laptop,Eletrônicos,2,362.94,Paris
575,09/05/2024,CUST0165,Sandália,Calçados,5,101.82,Barcelona
576,06/04/2024,CUST0378,Sandália,Calçados,7,429.52,Roma
577,29/10/2024,CUST0368,Laptop,Eletrônicos,10,454.69,Paris
578,29/04/2024,CUST0038,Sandália,Calçados,4,385.84,Roma
579,05-31-2024,CUST0481,Tênis,CALÇADOS,2,385.01,Lisboa
580,09/04/2024,CUST0419,Refrigerante,Alimentos,5,61.62,Berlim
581,06-25-2024,CUST0473,Fruta,Alimentos,5,"385,61",Roma
582,01/06/2024,CUST0163,Tênis,Calçados,2,292.07,Berlim
583,09-08-2024,CUST0287,Laptop,eletrônicos,2,"127,11",Lisboa
584,03-14-2024,CUST0314,Sandália,Calçados,9,332.93,Madrid
585,09-07-2024,CUST0443,Laptop,Eletrônicos,1,175.63,Roma
586,01-28-2024,CUST0436,Refrigerante,ALIMENTOS,2,440.2,Lisboa
587,08-22-2024,CUST0139,Tênis,Calçados,8,275.47,Roma
588,03-07-2024,CUST0191,Smartphone,Eletrônicos,7,120.25,Porto
589,2024-04-02,CUST0451,Fruta,Alimentos,10,181.33,Porto
590,2024-09-16,CUST0027,Laptop,Eletrônicos,9,381.97,Lisboa
591,08-15-2024,CUST0007,Laptop,Eletrônicos,5,"120,43",Porto
592,2024-10-18,CUST0367,Fruta,Alimentos,1,358.09,Madrid
593,01-23-2024,CUST0092,Livro,Educação,7,224.28,Berlim
594,2024-04-26,CUST0009,Caderno,Educação,4,"186,51",Lisboa
595,2024-11-07,CUST0372,Fruta,Alimentos,7,246.71,Barcelona
596,2024-04-17,CUST0131,Refrigerante,Alimentos,2,461.53,Lisboa
597,12-11-2024,CUST0254,Camiseta,Vestuário,7,"380,69",Barcelona
598,10-30-2024,CUST0291,Caderno,Educação,2,168.89,Paris
599,12/12/2024,CUST0461,Calça,Vestuário,4,"332,92",Roma
600,11-09-2024,CUST0442,Refrigerante,Alimentos,9,265.04,Paris
601,11-11-2024,CUST0188,Tênis,Calçados,9,241.53,Lisboa
602,08-04-2024,CUST0118,Tênis,Calçados,7,333.98,Madrid
603,09-03-2024,CUST0184,Sandália,Calçados,4,262.41,Madrid
604,12/08/2024,CUST0328,Refrigerante,Alimentos,5,"49,81",Barcelona
605,2024-10-24,CUST0380,Sandália,Calçados,3,397.52,Roma
606,11/01/2024,CUST0162,Sandália,Calçados,8,490.01,Madrid
607,2024-02-27,CUST0257,Camiseta,Vestuário,2,"451,66",Porto
608,06-17-2024,CUST0380,Caderno,EDUCAÇÃO,10,343.14,Roma
609,2024-12-15,CUST0032,Smartphone,Eletrônicos,4,217.19,Porto
610,2024-12-04,CUST0392,Smartphone,Eletrônicos,7,"26,65",Paris
611,23/05/2024,CUST0164,Refrigerante,Alimentos,3,308.16,Paris
612,2024-05-08,CUST0285,Livro,Educação,10,189.77,Paris
613,04-18-2024,CUST0234,Calça,Vestuário,4,457.48,Berlim
614,10-27-2024,CUST0064,Tênis,calçados,1,474.71,Roma
615,02/11/2024,CUST0234,Laptop,Eletrônicos,4,"90,03",Roma
616,19/10/2024,CUST0479,Caderno,educação,10,296.02,Roma
617,12-16-2024,CUST0062,Calça,VESTUÁRIO,8,"173,92",Paris
618,09/09/2024,CUST0034,Tênis,Calçados,8,14.36,Paris
619,2024-06-07,CUST0205,Fruta,Alimentos,7,215.83,Barcelona
620,2024-08-03,CUST0068,Smartphone,Eletrônicos,9,235.96,Roma
621,17/10/2024,CUST0350,Livro,Educação,2,65.3,Madrid
622,01-30-2024,CUST0018,Smartphone,Eletrônicos,3,367.11,Roma
623,05-04-2024,CUST0135,Smartphone,Eletrônicos,9,"356,64",Porto
624,09-15-2024,CUST0448,Camiseta,Vestuário,1,285.75,Berlim
625,01-03-2024,CUST0079,Fruta,Alimentos,2,264.41,Roma
626,01-18-2024,CUST0154,Livro,Educação,1,295.46,Madrid
627,04/09/2024,CUST0192,Livro,Educação,7,445.05,Berlim
628,07/12/2024,CUST0078,Tênis,calçados,5,216.19,Porto
629,08-03-2024,CUST0201,Laptop,Eletrônicos,10,279.64,Porto
630,01-27-2024,CUST0254,Sandália,Calçados,9,"242,43",Porto
631,07/11/2024,CUST0174,Fruta,Alimentos,10,"108,81",Porto
632,22/03/2024,CUST0154,Laptop,Eletrônicos,3,"187,05",Madrid
633,02-10-2024,CUST0325,Refrigerante,Alimentos,2,"149,33",Paris
634,14/05/2024,CUST0060,Livro,Educação,1,"357,58",Madrid
635,10-31-2024,CUST0056,Fruta,Alimentos,7,77.16,Berlim
636,05-26-2024,CUST0413,Smartphone,Eletrônicos,5,422.51,Roma
637,23/09/2024,CUST0091,Fruta,Alimentos,10,186.57,Roma
638,09-26-2024,CUST0469,Livro,Educação,3,28.92,Berlim
639,18/04/2024,CUST0154,Calça,Vestuário,10,"250,43",Madrid
640,06-11-2024,CUST0298,Calça,Vestuário,2,364.0,Lisboa
641,05-09-2024,CUST0002,Laptop,Eletrônicos,3,"352,49",Berlim
642,04-15-2024,CUST0372,Camiseta,Vestuário,1,35.72,Barcelona
643,11/01/2024,CUST0086,Refrigerante,Alimentos,3,"298,28",Barcelona
644,27/03/2024,CUST0157,Tênis,Calçados,6,351.11,Berlim
645,2024-11-11,CUST0473,Livro,Educação,7,30.13,Roma
646,2024-06-23,CUST0020,Calça,Vestuário,9,394.97,Porto
647,10-11-2024,CUST0251,Calça,Vestuário,9,89.19,Paris
648,10-23-2024,CUST0321,Tênis,Calçados,10,"323,35",Porto
649,05-07-2024,CUST0430,Caderno,Educação,1,"218,31",Lisboa
650,12-21-2024,CUST0316,Sandália,Calçados,7,356.87,Roma
651,2024-08-06,CUST0471,Calça,Vestuário,3,"479,61",Porto
652,06/09/2024,CUST0361,Tênis,Calçados,5,337.0,Porto
653,02-01-2024,CUST0304,Fruta,Alimentos,7,120.2,Paris
654,14/01/2024,CUST0203,Laptop,ELETRÔNICOS,10,489.26,Roma
655,10/02/2024,CUST0343,Fruta,ALIMENTOS,10,"95,44",Paris
656,10/12/2024,CUST0226,Livro,educação,7,429.87,Porto
657,16/09/2024,CUST0184,Fruta,Alimentos,9,413.42,Paris
658,10-22-2024,CUST0039,Sandália,CALÇADOS,4,425.5,Madrid
659,2024-12-19,CUST0100,Sandália,Calçados,2,65.6,Lisboa
660,2024-03-13,CUST0151,Smartphone,Eletrônicos,7,24.23,Berlim
661,31/08/2024,CUST0484,Caderno,Educação,7,459.15,Lisboa
662,12-26-2024,CUST0424,Caderno,Educação,6,361.78,Madrid
663,04-21-2024,CUST0240,Sandália,Calçados,3,292.45,Lisboa
664,03-26-2024,CUST0248,Sandália,Calçados,5,358.58,Lisboa
665,01/02/2024,CUST0203,Sandália,Calçados,6,"279,08",Madrid
666,13/12/2024,CUST0326,Sandália,CALÇADOS,3,"485,23",Roma
667,2024-05-22,CUST0486,Livro,Educação,9,130.31,Porto
668,06-15-2024,CUST0013,Refrigerante,Alimentos,9,"165,54",Barcelona
669,10/05/2024,CUST0179,Smartphone,Eletrônicos,9,405.66,Porto
670,05-24-2024,CUST0422,Caderno,Educação,10,144.71,Lisboa
671,09-29-2024,CUST0279,Caderno,Educação,6,355.12,Paris
672,26/07/2024,CUST0264,Refrigerante,Alimentos,5,307.29,Paris
673,07/07/2024,CUST0414,Livro,Educação,7,174.81,Roma
674,10-14-2024,CUST0023,Camiseta,Vestuário,6,92.76,Barcelona
675,07/11/2024,CUST0380,Smartphone,Eletrônicos,4,460.69,Madrid
676,01-30-2024,CUST0161,Refrigerante,Alimentos,4,"446,66",Berlim
677,2024-05-06,CUST0242,Camiseta,Vestuário,4,"344,21",Paris
678,08-15-2024,CUST0170,Caderno,Educação,4,"157,62",Madrid
679,11-21-2024,CUST0077,Laptop,eletrônicos,10,418.3,Porto
680,2024-01-17,CUST0448,Laptop,Eletrônicos,10,271.35,Paris
681,2024-02-08,CUST0206,Camiseta,Vestuário,8,232.4,Lisboa
682,2024-08-14,CUST0088,Smartphone,Eletrônicos,9,463.51,Roma
683,09-18-2024,CUST0493,Camiseta,Vestuário,8,150.49,Paris
684,06-25-2024,CUST0145,Refrigerante,ALIMENTOS,9,36.1,Roma
685,11/04/2024,CUST0022,Tênis,Calçados,6,346.63,Berlim
686,10/08/2024,CUST0151,Refrigerante,Alimentos,6,"132,74",Porto
687,2024-03-27,CUST0305,Smartphone,Eletrônicos,8,"53,59",Porto
688,2024-12-23,CUST0305,Tênis,Calçados,1,184.45,Paris
689,24/03/2024,CUST0486,Caderno,Educação,8,114.63,Paris
690,01-15-2024,CUST0045,Livro,Educação,7,"153,94",Madrid
691,12-06-2024,CUST0307,Caderno,Educação,4,183.79,Madrid
692,12/12/2024,CUST0404,Sandália,Calçados,6,439.92,Paris
693,2024-01-22,CUST0019,Fruta,Alimentos,1,"82,41",Porto
694,29/01/2024,CUST0481,Laptop,Eletrônicos,3,102.18,Roma
695,2024-03-06,CUST0239,Calça,Vestuário,4,227.27,Madrid
696,03/01/2024,CUST0100,Livro,EDUCAÇÃO,4,180.58,Madrid
697,17/10/2024,CUST0155,Refrigerante,Alimentos,6,"19,35",Madrid
698,09-23-2024,CUST0047,Laptop,Eletrônicos,1,420.68,Paris
699,27/03/2024,CUST0450,Refrigerante,Alimentos,10,"157,81",Porto
700,29/06/2024,CUST0086,Camiseta,vestuário,1,16.56,Madrid
701,2024-09-22,CUST0181,Sandália,Calçados,5,391.29,Berlim
702,2024-09-14,CUST0222,Refrigerante,Alimentos,10,276.57,Lisboa
703,2024-09-10,CUST0440,Tênis,Calçados,7,469.3,Berlim
704,11-30-2024,CUST0370,Refrigerante,alimentos,3,"461,64",Roma
705,29/10/2024,CUST0080,Livro,Educação,2,"327,09",Madrid
706,05/02/2024,CUST0255,Smartphone,Eletrônicos,3,168.93,Barcelona
707,03-06-2024,CUST0378,Laptop,Eletrônicos,3,"233,04",Roma
708,08-18-2024,CUST0159,Refrigerante,Alimentos,4,27.83,Madrid
709,08-01-2024,CUST0022,Refrigerante,alimentos,5,24.43,Paris
710,01-08-2024,CUST0180,Tênis,Calçados,4,189.96,Roma
711,2024-10-09,CUST0290,Tênis,Calçados,9,"172,38",Berlim
712,2024-01-27,CUST0267,Sandália,Calçados,7,241.85,Berlim
713,20/08/2024,CUST0425,Tênis,Calçados,5,"191,85",Barcelona
714,09-24-2024,CUST0436,Laptop,Eletrônicos,2,348.39,Roma
715,15/03/2024,CUST0088,Camiseta,Vestuário,7,182.49,Berlim
716,04-01-2024,CUST0491,Sandália,Calçados,4,169.39,Paris
717,07/03/2024,CUST0452,Livro,Educação,6,"302,94",Porto
718,18/08/2024,CUST0330,Laptop,eletrônicos,5,455.58,Paris
719,2024-07-27,CUST0110,Livro,Educação,3,288.5,Madrid
720,11/12/2024,CUST0080,Caderno,Educação,8,"79,61",Barcelona
721,05-16-2024,CUST0333,Refrigerante,Alimentos,2,"94,74",Roma
722,14/10/2024,CUST0379,Fruta,Alimentos,5,"267,61",Paris
723,2024-12-14,CUST0371,Calça,Vestuário,8,390.4,Lisboa
724,01-05-2024,CUST0053,Caderno,Educação,3,189.74,Barcelona
725,2024-06-24,CUST0096,Livro,Educação,7,12.95,Barcelona
726,01-20-2024,CUST0199,Fruta,Alimentos,3,"499,04",Porto
727,04-30-2024,CUST0218,Fruta,Alimentos,5,441.4,Roma
728,09-06-2024,CUST0309,Camiseta,Vestuário,1,90.97,Lisboa
729,2024-04-14,CUST0441,Calça,Vestuário,4,199.22,Lisboa
730,01-06-2024,CUST0407,Tênis,Calçados,7,"390,0",Madrid
731,10-19-2024,CUST0259,Laptop,Eletrônicos,5,414.71,Lisboa
732,24/10/2024,CUST0083,Camiseta,Vestuário,7,170.09,Paris
733,17/05/2024,CUST0189,Refrigerante,Alimentos,9,64.26,Lisboa
734,12/01/2024,CUST0471,Sandália,Calçados,3,"151,37",Paris
735,06-04-2024,CUST0462,Laptop,Eletrônicos,8,73.61,Roma
736,07-21-2024,CUST0375,Caderno,Educação,7,421.58,Paris
737,20/12/2024,CUST0047,Tênis,Calçados,5,"116,57",Berlim
738,07-11-2024,CUST0013,Caderno,Educação,5,"25,75",Paris
739,2024-03-04,CUST0077,Livro,Educação,7,109.27,Roma
740,25/03/2024,CUST0483,Smartphone,Eletrônicos,2,136.23,Barcelona
741,09-12-2024,CUST0295,Camiseta,Vestuário,3,460.67,Barcelona
742,25/07/2024,CUST0324,Calça,Vestuário,10,349.84,Madrid
743,12-10-2024,CUST0091,Sandália,Calçados,5,"29,05",Porto
744,04-05-2024,CUST0323,Calça,Vestuário,5,402.31,Porto
745,09-14-2024,CUST0443,Smartphone,Eletrônicos,5,403.03,Berlim
746,01-22-2024,CUST0491,Tênis,Calçados,10,430.36,Porto
747,07-26-2024,CUST0367,Sandália,Calçados,3,458.57,Barcelona
748,12/08/2024,CUST0077,Fruta,Alimentos,6,65.89,Porto
